CREATE 658
EDGE 394 395 40
EDGE 395 396 81
EDGE 396 397 161
EDGE 398 399 163
EDGE 399 400 121
EDGE 401 402 92
EDGE 402 403 40
EDGE 403 404 171
EDGE 404 405 82
EDGE 405 406 31
EDGE 406 407 63
EDGE 407 408 47
EDGE 408 409 93
EDGE 409 410 40
EDGE 410 411 84
EDGE 411 412 42
EDGE 412 413 32
EDGE 413 414 49
EDGE 414 415 20
EDGE 415 416 49
EDGE 417 418 77
EDGE 418 419 69
EDGE 419 420 77
EDGE 420 421 89
EDGE 422 455 102
EDGE 422 454 98
EDGE 424 425 60
EDGE 425 426 177
EDGE 428 429 23
EDGE 430 431 124
EDGE 432 433 89
EDGE 434 435 38
EDGE 435 436 13
EDGE 436 437 57
EDGE 437 438 50
EDGE 438 439 27
EDGE 440 441 43
EDGE 442 550 42
EDGE 442 443 80
EDGE 443 549 104
EDGE 443 444 110
EDGE 444 445 40
EDGE 445 446 73
EDGE 447 448 56
EDGE 449 450 41
EDGE 450 451 24
EDGE 452 453 150
EDGE 453 454 82
EDGE 456 457 51
EDGE 457 458 90
EDGE 458 459 61
EDGE 460 461 22
EDGE 463 464 126
EDGE 464 465 51
EDGE 465 466 149
EDGE 466 467 137
EDGE 467 468 171
EDGE 468 469 105
EDGE 469 470 158
EDGE 470 471 201
EDGE 471 472 220
EDGE 472 473 211
EDGE 473 474 146
EDGE 474 475 206
EDGE 475 476 47
EDGE 476 477 31
EDGE 477 478 12
EDGE 478 479 49
EDGE 479 480 76
EDGE 480 481 47
EDGE 481 482 112
EDGE 482 483 157
EDGE 483 484 91
EDGE 485 486 77
EDGE 486 487 22
EDGE 487 488 51
EDGE 489 490 31
EDGE 491 492 43
EDGE 493 494 36
EDGE 494 495 22
EDGE 495 496 17
EDGE 496 497 25
EDGE 497 498 27
EDGE 498 499 38
EDGE 499 500 63
EDGE 500 501 25
EDGE 501 502 29
EDGE 502 503 15
EDGE 503 504 15
EDGE 504 505 21
EDGE 506 507 14
EDGE 508 575 48
EDGE 508 509 78
EDGE 509 510 82
EDGE 510 511 31
EDGE 511 512 44
EDGE 513 514 165
EDGE 515 516 27
EDGE 516 517 19
EDGE 517 518 22
EDGE 519 520 114
EDGE 520 521 52
EDGE 521 522 108
EDGE 523 524 137
EDGE 524 525 83
EDGE 525 526 101
EDGE 526 527 10
EDGE 527 528 53
EDGE 529 530 31
EDGE 530 531 53
EDGE 531 532 36
EDGE 532 533 40
EDGE 533 534 22
EDGE 534 535 31
EDGE 535 536 24
EDGE 536 537 67
EDGE 537 538 33
EDGE 538 539 28
EDGE 539 540 26
EDGE 540 541 108
EDGE 541 542 47
EDGE 542 543 38
EDGE 543 544 58
EDGE 544 571 54
EDGE 544 570 65
EDGE 544 545 68
EDGE 545 546 85
EDGE 546 547 38
EDGE 547 548 192
EDGE 548 581 119
EDGE 548 549 46
EDGE 550 551 39
EDGE 552 553 41
EDGE 555 556 20
EDGE 556 557 49
EDGE 557 558 23
EDGE 558 559 46
EDGE 559 560 76
EDGE 560 561 24
EDGE 561 562 67
EDGE 562 563 74
EDGE 563 564 55
EDGE 564 565 100
EDGE 565 566 55
EDGE 566 567 105
EDGE 567 568 120
EDGE 571 572 39
EDGE 577 578 26
EDGE 579 580 101
EDGE 581 582 63
EDGE 582 583 56
EDGE 583 584 22
EDGE 584 585 78
EDGE 585 586 70
EDGE 586 587 52
EDGE 588 589 50
EDGE 589 590 73
EDGE 590 591 66
EDGE 591 592 53
EDGE 592 593 88
EDGE 594 595 32
EDGE 595 596 24
EDGE 596 597 55
EDGE 597 598 40
EDGE 598 599 48
EDGE 599 600 70
EDGE 600 601 62
EDGE 601 602 41
EDGE 602 603 106
EDGE 603 604 79
EDGE 604 605 78
EDGE 606 607 32
EDGE 607 608 73
EDGE 608 609 59
EDGE 609 610 70
EDGE 610 611 106
EDGE 611 612 66
EDGE 612 613 40
EDGE 614 615 58
EDGE 615 616 260
EDGE 616 617 309
EDGE 617 618 316
EDGE 619 620 33
EDGE 620 621 60
EDGE 621 622 16
EDGE 622 623 34
EDGE 623 624 70
EDGE 624 625 159
EDGE 625 626 243
EDGE 626 627 43
EDGE 628 629 23
EDGE 629 630 37
EDGE 630 631 33
EDGE 631 632 67
EDGE 632 633 33
EDGE 634 635 47
EDGE 635 636 24
EDGE 637 638 78
EDGE 638 639 31
EDGE 639 640 74
EDGE 641 642 33
EDGE 644 645 148
EDGE 645 646 17
EDGE 647 648 167
EDGE 648 649 109
EDGE 650 651 104
EDGE 651 652 26
EDGE 652 653 35
EDGE 653 654 64
EDGE 655 656 39
EDGE 656 657 36

DUMP

DFS 14

SPANNING-TREE 89

SHORTEST-PATH 45 129
SHORTEST-PATH  50 208

BYE
